asin,title,label,subcategory,price,image_url,fallback_url,src_url,source_dataset
B07H6DDQDC,Women bowknot Gloves Elastic Elbow Satin full Finger tea party wedding Bridal (R Ruffle Royal Blue),Apparel,,,https://m.media-amazon.com/images/I/41ra5DWFv4L._AC_.jpg,https://m.media-amazon.com/images/I/51OjEWBmNPL._AC_.jpg,https://www.amazon.com/dp/B07H6DDQDC,McAuley-Lab/Amazon-Reviews-2023
B01A1RF6VE,"Mens Black Leather Belt By Vellette - Various Styles to Choose From! (46, BL144)",Apparel,,,https://m.media-amazon.com/images/I/41SOrOdkj+L._AC_.jpg,https://m.media-amazon.com/images/I/41Zc9gdBXhL._AC_.jpg,https://www.amazon.com/dp/B01A1RF6VE,McAuley-Lab/Amazon-Reviews-2023
B07CK64QH8,"momomio Fall Kimonos for Women Long Sheer Chiffon Boho Floral Kimono Cardigan Cover Up S-2XL (2XL, Light Brown)",Apparel,,,https://m.media-amazon.com/images/I/31WXZQrcIXL._AC_.jpg,https://m.media-amazon.com/images/I/31SfRKKh9EL._AC_.jpg,https://www.amazon.com/dp/B07CK64QH8,McAuley-Lab/Amazon-Reviews-2023
B06VSQY463,"Ermonn Women's High Waist Big Ripped Denim Jeans Stretch Pants (XL, Blue)",Apparel,,,https://m.media-amazon.com/images/I/41eWlzF0+ML._AC_.jpg,https://m.media-amazon.com/images/I/41JdT80UToL._AC_.jpg,https://www.amazon.com/dp/B06VSQY463,McAuley-Lab/Amazon-Reviews-2023
B07GVDW5G5,ZESICA Women's Summer Short Sleeve Floral Printed Casual Loose Swing Pleated T-Shirt Dress with Pockets,Apparel,,,https://m.media-amazon.com/images/I/51RywPpzHHL._AC_.jpg,https://m.media-amazon.com/images/I/51Ezk4BPxuL._AC_.jpg,https://www.amazon.com/dp/B07GVDW5G5,McAuley-Lab/Amazon-Reviews-2023
B07Z3863D4,"Toddler Girls Christmas Outfits Baby Ruffle Deer Long Sleeve Dress Plaid Playwear One-Piece Clothes (Deer Dress, 5-6 Years)",Apparel,,,https://m.media-amazon.com/images/I/51019R+gysL._AC_.jpg,https://m.media-amazon.com/images/I/51mPCXEK9FL._AC_.jpg,https://www.amazon.com/dp/B07Z3863D4,McAuley-Lab/Amazon-Reviews-2023
B01EHF2YY8,UHIBROS Sterling Silver Cubic Zirconia Engagement Rings Wedding Band Bridal Set for Women(Size 8) for Mother Girls,Apparel,,,https://m.media-amazon.com/images/I/51i-RNMxOzL._AC_.jpg,https://m.media-amazon.com/images/I/41nU1ZWeHYL._AC_.jpg,https://www.amazon.com/dp/B01EHF2YY8,McAuley-Lab/Amazon-Reviews-2023
B07K69B3BF,Haola Womens Ruched Bodycon Dress Scoop Neck Long Sleeve Backless Party Club Dress White S,Apparel,,,https://m.media-amazon.com/images/I/31GUnPPqJeL._AC_.jpg,,https://www.amazon.com/dp/B07K69B3BF,McAuley-Lab/Amazon-Reviews-2023
B06X6KN6YY,Rubie's 16-Ounce Fake Blood,Apparel,,,https://m.media-amazon.com/images/I/41eGtxsCYcL._AC_.jpg,,https://www.amazon.com/dp/B06X6KN6YY,McAuley-Lab/Amazon-Reviews-2023
B01J46ZRA8,iLoveSIA Men's Casual Perfect Fit Short Flat Front Shorts Size 40 Dark Khaki,Apparel,,,https://m.media-amazon.com/images/I/41M4eqmssiL._AC_.jpg,https://m.media-amazon.com/images/I/31P9MM+8S0L._AC_.jpg,https://www.amazon.com/dp/B01J46ZRA8,McAuley-Lab/Amazon-Reviews-2023
B07NQRBYRT,"Real Love Girls Bikini Bathing Suit (2 Pack) (Watermelon/Pineapple, 10/12)'",Apparel,,,https://m.media-amazon.com/images/I/41sTqZf13WL._AC_.jpg,https://m.media-amazon.com/images/I/41ZnoP6TXTL._AC_.jpg,https://www.amazon.com/dp/B07NQRBYRT,McAuley-Lab/Amazon-Reviews-2023
B08GQZFWYL,Hotouch Sleepwear Women's Sleepshirts Cotton Casual Cute Print O Neck Night Gown Grey XL,Apparel,,,https://m.media-amazon.com/images/I/414QrCekFrL._AC_.jpg,https://m.media-amazon.com/images/I/4130odJSYZL._AC_.jpg,https://www.amazon.com/dp/B08GQZFWYL,McAuley-Lab/Amazon-Reviews-2023
B07J28B7FN,Women's Casual Long Sleeve Open Front Irregular Hem Knit Drape Cardigan-Purple-L,Apparel,,,https://m.media-amazon.com/images/I/41KNqhr+ZOL._AC_.jpg,https://m.media-amazon.com/images/I/31GLengPbZL._AC_.jpg,https://www.amazon.com/dp/B07J28B7FN,McAuley-Lab/Amazon-Reviews-2023
B01IC1RT5C,"Sisters Womens Cowl Neck Sweater, Mocha, XLarge",Apparel,,6.99,https://m.media-amazon.com/images/I/41eFky0sxVL._AC_.jpg,,https://www.amazon.com/dp/B01IC1RT5C,McAuley-Lab/Amazon-Reviews-2023
B08DTBYQ6B,Quenton Nelson Reusable Breathable Face Mask Anti-Dust Wind Mouth Mask Black,Apparel,,,https://m.media-amazon.com/images/I/41P95y7011L._AC_.jpg,https://m.media-amazon.com/images/I/41ePzjJMZYL._AC_.jpg,https://www.amazon.com/dp/B08DTBYQ6B,McAuley-Lab/Amazon-Reviews-2023
B018Q7E5ZY,SENFAI 4 Styles Bohemia Style Colorful Crystal Clear Rhinestone Black/Green/Blue/Cream Resin Elephant Necklace (3),Apparel,,9.99,https://m.media-amazon.com/images/I/41kIprTWCfL._AC_.jpg,https://m.media-amazon.com/images/I/41VIalFEBEL._AC_.jpg,https://www.amazon.com/dp/B018Q7E5ZY,McAuley-Lab/Amazon-Reviews-2023
B01ET49GDY,Kisscy Women's Halter Straps Strappy Braided One-piece Monokini Swimsuit L Black,Apparel,,,https://m.media-amazon.com/images/I/41dczmA48AL._AC_.jpg,https://m.media-amazon.com/images/I/41FIC6JAbBL._AC_.jpg,https://www.amazon.com/dp/B01ET49GDY,McAuley-Lab/Amazon-Reviews-2023
B08GJTV1NZ,Women's Tankini Swimwear Two Piece Swimsuits Underwire Patchwork Tops Bathing Suits Vintage Retro Swimming Rose Red,Apparel,,,https://m.media-amazon.com/images/I/51ELsObznhL._AC_.jpg,https://m.media-amazon.com/images/I/31+sCDq0IPL._AC_.jpg,https://www.amazon.com/dp/B08GJTV1NZ,McAuley-Lab/Amazon-Reviews-2023
B015NW453C,"Angerella Vintage Retro Bathing Suit for One Piece Monikini Swimsuit ,Red,US 10-12=Tag Size 3XL",Apparel,,,https://m.media-amazon.com/images/I/41s7h0OuvCL._AC_.jpg,https://m.media-amazon.com/images/I/41+dA9Ia6gL._AC_.jpg,https://www.amazon.com/dp/B015NW453C,McAuley-Lab/Amazon-Reviews-2023
B08GK8RCR4,"LOKTARC Boys Underwear Big Kids Undies Pattern Cotton Briefs 5 Pack 04, 10-12 Years",Apparel,,,https://m.media-amazon.com/images/I/41KdwTs7HbL._AC_.jpg,https://m.media-amazon.com/images/I/51OFnzroUKL._AC_.jpg,https://www.amazon.com/dp/B08GK8RCR4,McAuley-Lab/Amazon-Reviews-2023
B01M3O956F,Musterbrand Destiny Knitted Scarf Titan Grey ONE,Apparel,,,https://m.media-amazon.com/images/I/51YcgDohJsL._AC_.jpg,https://m.media-amazon.com/images/I/61fST7YXGqL._AC_.jpg,https://www.amazon.com/dp/B01M3O956F,McAuley-Lab/Amazon-Reviews-2023
B0BPM57GZJ,"Cagola 4"" Womens Athletic Shorts High Waisted Running Workout Shorts Pockets Summer Casual Shorts Liner Gym Exercise Black M",Apparel,,,https://m.media-amazon.com/images/I/31KneFDe9cL._AC_.jpg,https://m.media-amazon.com/images/I/416h2XTDVlL._AC_.jpg,https://www.amazon.com/dp/B0BPM57GZJ,McAuley-Lab/Amazon-Reviews-2023
B08JKBLLZ7,"6 Pieces Extra Long Tail Wide Straps Silky Camouflage Paisley Durag for Men 360 Waves,Set 9",Apparel,,,https://m.media-amazon.com/images/I/51x-S5PWhFL._AC_.jpg,https://m.media-amazon.com/images/I/51hHlWMzzuL._AC_.jpg,https://www.amazon.com/dp/B08JKBLLZ7,McAuley-Lab/Amazon-Reviews-2023
B00QY2UTJ0,"Pandora Camera Charm in 925 Sterling Silver, 790961",Apparel,,,https://m.media-amazon.com/images/I/51z5nKqj9LL._AC_.jpg,https://m.media-amazon.com/images/I/41prEEJZEmL._AC_.jpg,https://www.amazon.com/dp/B00QY2UTJ0,McAuley-Lab/Amazon-Reviews-2023
B07G5T41LW,"Stance M545C18MEA Men's Mets Alt Jersey Sock, Blue - Medium (6-8.5)",Apparel,,,https://m.media-amazon.com/images/I/410Zk6G09GL._AC_.jpg,https://m.media-amazon.com/images/I/4172XFu1XVL._AC_.jpg,https://www.amazon.com/dp/B07G5T41LW,McAuley-Lab/Amazon-Reviews-2023
B00YD9IX1M,Men's Mr. Grim Reaper Costume (One Size (Standard)) Black,Apparel,,,https://m.media-amazon.com/images/I/51Kr78DCQ2L._AC_.jpg,,https://www.amazon.com/dp/B00YD9IX1M,McAuley-Lab/Amazon-Reviews-2023
B07KPYPF5F,FAFOFA Women Plus Size Cardigan Stripe Color Block Open Front Knit Sweater Outwear Grey XL,Apparel,,,https://m.media-amazon.com/images/I/51sLldsGP1L._AC_.jpg,https://m.media-amazon.com/images/I/51vRccx4DOL._AC_.jpg,https://www.amazon.com/dp/B07KPYPF5F,McAuley-Lab/Amazon-Reviews-2023
B07KYFYRTG,WHITIN Men's Mid Soft Toe Leather Insulated Work Boots Construction Rubber Sole Roofing Waterproof for Outdoor Hiking Winter Snow Concrete Backpacking Mountaineering Hiker Field Black Size 12,Apparel,,,https://m.media-amazon.com/images/I/41SWdxEUvQL._AC_.jpg,https://m.media-amazon.com/images/I/41t+a3DkR1L._AC_.jpg,https://www.amazon.com/dp/B07KYFYRTG,McAuley-Lab/Amazon-Reviews-2023
B07K4XL6T3,Faionny Men Shoes Women Swim Shoes Non-Slip Water Socks Yoga Shoes Beach Dance Sport Shoes Slip On Sneakers,Apparel,,,https://m.media-amazon.com/images/I/41jptGHNR6L._AC_.jpg,,https://www.amazon.com/dp/B07K4XL6T3,McAuley-Lab/Amazon-Reviews-2023
B017VVYR40,"Liansan Designer Cat Eye Readers 5 Pairs Plastic Frame Reading Glasses for Men and Women L3705x(5 Pairs,+2.00)",Apparel,,,https://m.media-amazon.com/images/I/510SXF+cnHL._AC_.jpg,https://m.media-amazon.com/images/I/51vLEGix+uL._AC_.jpg,https://www.amazon.com/dp/B017VVYR40,McAuley-Lab/Amazon-Reviews-2023
B07WRHQ8JJ,idealway Bohemian Vintage Body Chain Silver Sun Flower Pendant Necklace Belt Chain Women Jewelry (3),Apparel,,,https://m.media-amazon.com/images/I/41Bymn2tP7L._AC_.jpg,https://m.media-amazon.com/images/I/41Bymn2tP7L._AC_.jpg,https://www.amazon.com/dp/B07WRHQ8JJ,McAuley-Lab/Amazon-Reviews-2023
B07KPT3S89,FENSACE Womens Round Neck Short Sleeve Fit and Flare Skater Midi Casual Christmas Dress,Apparel,,,https://m.media-amazon.com/images/I/41d1+UdRXCL._AC_.jpg,https://m.media-amazon.com/images/I/513Wxdm21kL._AC_.jpg,https://www.amazon.com/dp/B07KPT3S89,McAuley-Lab/Amazon-Reviews-2023
B01GQBR7MK,Armor of God Charm Necklace,Apparel,,,https://m.media-amazon.com/images/I/41H2zj8-YDL._AC_.jpg,https://m.media-amazon.com/images/I/41Gtn3odryL._AC_.jpg,https://www.amazon.com/dp/B01GQBR7MK,McAuley-Lab/Amazon-Reviews-2023
B09HBSGG25,MITILLY Women's Casual Long Sleeve V Neck Button Front Pleated Loose Flowy Short Mini Dress Small Teal Blue,Apparel,,,https://m.media-amazon.com/images/I/41m+BcTvKRL._AC_.jpg,https://m.media-amazon.com/images/I/41wtfU3wyHL._AC_.jpg,https://www.amazon.com/dp/B09HBSGG25,McAuley-Lab/Amazon-Reviews-2023
B07ZH61F23,Ever-Pretty Women's Long Sleeve Sequin Evening Dresses Long Formal Mermaid Cocktail Gowns Burgundy US12,Apparel,,,https://m.media-amazon.com/images/I/41UuPVi6d5L._AC_.jpg,https://m.media-amazon.com/images/I/41+wagthDLL._AC_.jpg,https://www.amazon.com/dp/B07ZH61F23,McAuley-Lab/Amazon-Reviews-2023
B01LXFA2ZA,"Blue Berry EASY21 Lady's Breathable Fashion Sneakers Casual Slip-on Loafers Running Shoes,Black Grey33K,Size 4",Apparel,,,https://m.media-amazon.com/images/I/41vn0rehZuL._AC_.jpg,https://m.media-amazon.com/images/I/41Ei0zawLJL._AC_.jpg,https://www.amazon.com/dp/B01LXFA2ZA,McAuley-Lab/Amazon-Reviews-2023
B09993K1LF,Womens Snow Boots Warm Shoes with Fur Lined Lining Waterproof Comfortable Winter Shoes for Women Ankle Boots,Apparel,,,https://m.media-amazon.com/images/I/51isrZXzmzL._AC_.jpg,,https://www.amazon.com/dp/B09993K1LF,McAuley-Lab/Amazon-Reviews-2023
B07C5RZZQX,Rieker 46375 Daisy 75 Sky/Sky 38 (US Women's 7-7.5) M,Apparel,,,https://m.media-amazon.com/images/I/51IyZ7-49kL._AC_.jpg,https://m.media-amazon.com/images/I/41JsVqETY7L._AC_.jpg,https://www.amazon.com/dp/B07C5RZZQX,McAuley-Lab/Amazon-Reviews-2023
B07TWZQWMD,Polaroid Capture and Remember Black Graphic T-Shirt - Small,Apparel,,,https://m.media-amazon.com/images/I/01QonlyCiOL._AC_.jpg,,https://www.amazon.com/dp/B07TWZQWMD,McAuley-Lab/Amazon-Reviews-2023
B075LGDWD1,ELESOL Floral Tunic Tops for Women Long Sleeve A-line Flowly Blouses Blue S,Apparel,,,https://m.media-amazon.com/images/I/51AMD+3xwnL._AC_.jpg,https://m.media-amazon.com/images/I/51X4awrKPHL._AC_.jpg,https://www.amazon.com/dp/B075LGDWD1,McAuley-Lab/Amazon-Reviews-2023
B08925YW58,Verdusa Women's Ladder Cut Out Short Sleeve Fitted Crop Tee Shirt Top White XL,Apparel,,,https://m.media-amazon.com/images/I/41gvWUAHnCL._AC_.jpg,https://m.media-amazon.com/images/I/415gKb+9umL._AC_.jpg,https://www.amazon.com/dp/B08925YW58,McAuley-Lab/Amazon-Reviews-2023
B07JNFLKLD,"ATHLIO CLSL Men's (Pack of 3) Sleeveless Muscle Tank Top Cool Dry Compression Baselayer, Black/Charcoal/White, Small",Apparel,,,https://m.media-amazon.com/images/I/31BvgCSxW6L._AC_.jpg,https://m.media-amazon.com/images/I/519lAhduCvL._AC_.jpg,https://www.amazon.com/dp/B07JNFLKLD,McAuley-Lab/Amazon-Reviews-2023
B0756RGFC8,JJ Perfection Women's Stretch Crew Neck Long Sleeve Shirt w/Button Design REDBEAN M,Apparel,,,https://m.media-amazon.com/images/I/41eWYYI4O0L._AC_.jpg,https://m.media-amazon.com/images/I/41ZyrWNA4nL._AC_.jpg,https://www.amazon.com/dp/B0756RGFC8,McAuley-Lab/Amazon-Reviews-2023
B09BZ3MY4J,"Women's smiley face slippers mens house indoor open toe shower Sandals, Red-EU37/38=US/Women's6-7Men's5-6",Apparel,,,https://m.media-amazon.com/images/I/51ReeQ1s0QL._AC_.jpg,https://m.media-amazon.com/images/I/51Tr37DwOML._AC_.jpg,https://www.amazon.com/dp/B09BZ3MY4J,McAuley-Lab/Amazon-Reviews-2023
B09THXNL5L,HunterBee Women Summer Sparkly Sequin Newsboy Visor Beret Hats Mesh Sparkle Glitter Paperboy Cabbie Cap,Apparel,,,https://m.media-amazon.com/images/I/41ZTxyZWN1L._AC_.jpg,https://m.media-amazon.com/images/I/41Uq7VN7AOL._AC_.jpg,https://www.amazon.com/dp/B09THXNL5L,McAuley-Lab/Amazon-Reviews-2023
B07H47BJJ7,Carter's Girls' 2-Piece Glow-in-The-Dark Halloween Snug Fit Cotton PJs,Apparel,,,https://m.media-amazon.com/images/I/41JpnmwBzxL._AC_.jpg,,https://www.amazon.com/dp/B07H47BJJ7,McAuley-Lab/Amazon-Reviews-2023
B07SCJJ1RW,DUTUT Saltwater Heals Everything Tank Tops Women Funny Letter Print Graphic Tops Summer Vacation Beach Sleeveless Shirt Pink,Apparel,,,https://m.media-amazon.com/images/I/41YpbAt8mFL._AC_.jpg,https://m.media-amazon.com/images/I/51lkSqBFROL._AC_.jpg,https://www.amazon.com/dp/B07SCJJ1RW,McAuley-Lab/Amazon-Reviews-2023
B08LTPZ9MZ,Wholesale 8PCS Genuine Amethyst Quartz Stone Pendant Healing Point Reiki Chakra Pendant Charms Bulk for Jewelry Making (Amethyst),Apparel,,,https://m.media-amazon.com/images/I/41wkcY3g2LL._AC_.jpg,https://m.media-amazon.com/images/I/31JgzQgnUiL._AC_.jpg,https://www.amazon.com/dp/B08LTPZ9MZ,McAuley-Lab/Amazon-Reviews-2023
B08Q87NHFC,"Women PU Leather Puffer Coat Cropped Fashion Lightweight Quilted Short Puffer Coat Outerwear red,XL",Apparel,,,https://m.media-amazon.com/images/I/41d9kGeDzkL._AC_.jpg,https://m.media-amazon.com/images/I/410RzdudZmL._AC_.jpg,https://www.amazon.com/dp/B08Q87NHFC,McAuley-Lab/Amazon-Reviews-2023
B01GH0OWC8,JAEDEN Prom Dress Bridesmaid Dresses Long Formal Evening Gowns Prom Gown Chiffon A line Evening Dress Orchid US6,Apparel,,,https://m.media-amazon.com/images/I/41nCQm4-0AL._AC_.jpg,https://m.media-amazon.com/images/I/31kNhH3YrmL._AC_.jpg,https://www.amazon.com/dp/B01GH0OWC8,McAuley-Lab/Amazon-Reviews-2023
B07KZMDQYB,Women 360 Degree 300 Led Lamps Super Bright Led Bellydance Costume Bellydance Wings Isis LED Wings with Sticks (Rainbow),Apparel,,,https://m.media-amazon.com/images/I/51rbxS8Qf8L._AC_.jpg,https://m.media-amazon.com/images/I/51kzYtxZrBL._AC_.jpg,https://www.amazon.com/dp/B07KZMDQYB,McAuley-Lab/Amazon-Reviews-2023
B00C6CN1MO,Geneva Jumbo Black Silicone Crystal Large Face Watch,Apparel,,,https://m.media-amazon.com/images/I/51gtoazUFWL._AC_.jpg,https://m.media-amazon.com/images/I/51CUglg2TfL._AC_.jpg,https://www.amazon.com/dp/B00C6CN1MO,McAuley-Lab/Amazon-Reviews-2023
B07KJ9FVF5,Voghtic Women Fashion Maxi Dress Button Down Long Sleeve Striped Deep V Neck Long Dresses,Apparel,,,https://m.media-amazon.com/images/I/41Jtos1HXyL._AC_.jpg,https://m.media-amazon.com/images/I/51a0EvE9JFL._AC_.jpg,https://www.amazon.com/dp/B07KJ9FVF5,McAuley-Lab/Amazon-Reviews-2023
B08K37Z5QX,Champagne Bridesmaid Dresses Split Off Shoulder Long Open Back for Women,Apparel,,,https://m.media-amazon.com/images/I/41HLoE8PhuL._AC_.jpg,https://m.media-amazon.com/images/I/51AI+vp9dGL._AC_.jpg,https://www.amazon.com/dp/B08K37Z5QX,McAuley-Lab/Amazon-Reviews-2023
B01CPTXM62,Set of 3- Solar Shield 52 REC 1 Brown Full Frame Polarized Clip ON Sunglass Scratch Resistant Lenses New,Apparel,,,https://m.media-amazon.com/images/I/51MWsJFUGwL._AC_.jpg,,https://www.amazon.com/dp/B01CPTXM62,McAuley-Lab/Amazon-Reviews-2023
B0B76J4QBQ,nine bull Men's Turtleneck Thermal T-Shirts Soft Comfy Slim Fit Basic Long Sleeve Lightweight Pullover Top Yellow,Apparel,,,https://m.media-amazon.com/images/I/41r8mZYHhwL._AC_.jpg,https://m.media-amazon.com/images/I/319xkjNFVgL._AC_.jpg,https://www.amazon.com/dp/B0B76J4QBQ,McAuley-Lab/Amazon-Reviews-2023
B07JN879XY,Nike Kids Baby Boy's Quilted Jacket (Toddler) Dark Gray 4T Toddler,Apparel,,,https://m.media-amazon.com/images/I/41c3zdRKmwL._AC_.jpg,https://m.media-amazon.com/images/I/41ViCy1XwGL._AC_.jpg,https://www.amazon.com/dp/B07JN879XY,McAuley-Lab/Amazon-Reviews-2023
B01IP25WMA,"Neleus Men's 3 Pack Mesh Short Sleeve Shirt,05033,Green & Black,XL",Apparel,,,https://m.media-amazon.com/images/I/410kgR2BYsL._AC_.jpg,,https://www.amazon.com/dp/B01IP25WMA,McAuley-Lab/Amazon-Reviews-2023
B09W164FR7,"Cyclingbox mens Cycling,waist,full Zip",Apparel,,39.0,https://m.media-amazon.com/images/I/41WFt6+ZJwL._AC_.jpg,https://m.media-amazon.com/images/I/41bPQ6ZoecL._AC_.jpg,https://www.amazon.com/dp/B09W164FR7,McAuley-Lab/Amazon-Reviews-2023
B073RT968R,"Guilty Heart |Fringe Ankle Boot Wstern Cow Girl Closed Toe Bootie Casual Comfortable Cowboy Walking Boot Boots Boots, Black Suede, 8 B(M) US",Apparel,,,https://m.media-amazon.com/images/I/41ArOIGmCaL._AC_.jpg,https://m.media-amazon.com/images/I/31O3GS+tj-L._AC_.jpg,https://www.amazon.com/dp/B073RT968R,McAuley-Lab/Amazon-Reviews-2023
B07VDCK7C4,"Lovebodyjewelry 316l Surgical Steel Hinged Nose Rings Hoop 20G 18G 16G 14G 12G 10G Lip Rings Septum Clicker Hoop Earrings Inner Diameter 5mm to 14mm, Color Gold - Rose Gold - Silver - Black",Apparel,,,https://m.media-amazon.com/images/I/31IJKkQAkvL._AC_.jpg,,https://www.amazon.com/dp/B07VDCK7C4,McAuley-Lab/Amazon-Reviews-2023
B08WWR5G3C,"LANBOY TWD Daryl Dixon T-Shirt Short Sleeve Shirt Unisex Cosplay Costume (Black, XX-Large)",Apparel,,,https://m.media-amazon.com/images/I/41jovE7n7HL._AC_.jpg,https://m.media-amazon.com/images/I/41lLd9CFEiL._AC_.jpg,https://www.amazon.com/dp/B08WWR5G3C,McAuley-Lab/Amazon-Reviews-2023
B01N4MZAIT,PattyBoutik Women Halter Cold Shoulder Keyhole Back Blouse (Deep Red Small),Apparel,,,https://m.media-amazon.com/images/I/41kuxvjjF7L._AC_.jpg,https://m.media-amazon.com/images/I/416KK9GUjTL._AC_.jpg,https://www.amazon.com/dp/B01N4MZAIT,McAuley-Lab/Amazon-Reviews-2023
B09W5QTBSG,MITILLY Women's Casual Crew Neck Short Sleeve Ruched Stretchy T-Shirt Side Slit Bodycon Midi Dress X-Large Apricot,Apparel,,,https://m.media-amazon.com/images/I/31Oz7LFFwJL._AC_.jpg,https://m.media-amazon.com/images/I/41Q28nmSgFL._AC_.jpg,https://www.amazon.com/dp/B09W5QTBSG,McAuley-Lab/Amazon-Reviews-2023
B08HLH294G,"Nireus 18K Gold Plated Love Ring | Cubic Zirconia Promise Rings for Women | Rose Gold Rings for Women, 5mm Size 8",Apparel,,,https://m.media-amazon.com/images/I/41Uihvhrr+L._AC_.jpg,https://m.media-amazon.com/images/I/412Bvcnf6tL._AC_.jpg,https://www.amazon.com/dp/B08HLH294G,McAuley-Lab/Amazon-Reviews-2023
B0723D7BYQ,"Avidlove Women's One Piece Bikini Fashion Print Bathing Suit(White,XXL)",Apparel,,,https://m.media-amazon.com/images/I/51KWA2KcZZL._AC_.jpg,https://m.media-amazon.com/images/I/513RyEEq02L._AC_.jpg,https://www.amazon.com/dp/B0723D7BYQ,McAuley-Lab/Amazon-Reviews-2023
B07KP6PKC7,"Timeson Retro Vintage Dress for Women, Women's 1950s Casual Plaid Dress for Spring Summer Cocktail Party Dress (Plaid, L)",Apparel,,,https://m.media-amazon.com/images/I/41EZmcGnwSL._AC_.jpg,https://m.media-amazon.com/images/I/41f7GUCRYGL._AC_.jpg,https://www.amazon.com/dp/B07KP6PKC7,McAuley-Lab/Amazon-Reviews-2023
B01EOI5IJQ,Simplee Apparel Women's Bohemian Deep V Neck Wrap Floral Print Maxi Dress Red,Apparel,,,https://m.media-amazon.com/images/I/41zVwm0uQGL._AC_.jpg,https://m.media-amazon.com/images/I/51l8YFeBEwL._AC_.jpg,https://www.amazon.com/dp/B01EOI5IJQ,McAuley-Lab/Amazon-Reviews-2023
B0BGZKDB2R,"Track Suits for Men Set Hoodies, Men's Tracksuit 2 Piece Hooded Athletic Sweatsuits Casual Running Jogging Sport Suit Sets",Apparel,,,https://m.media-amazon.com/images/I/410rQaKvX-L._AC_.jpg,https://m.media-amazon.com/images/I/418pbwyieRL._AC_.jpg,https://www.amazon.com/dp/B0BGZKDB2R,McAuley-Lab/Amazon-Reviews-2023
B07CJPPC5G,Womens Tops Short Sleeve Blouses Casual Tshirts Loose Solid Tunics White L,Apparel,,,https://m.media-amazon.com/images/I/31GL4NJ6N1L._AC_.jpg,https://m.media-amazon.com/images/I/41ReZIMDFgL._AC_.jpg,https://www.amazon.com/dp/B07CJPPC5G,McAuley-Lab/Amazon-Reviews-2023
B097BMDMKB,QGGQDD Joggers for Women - Sweatpants with Pockets Yoga Lounge Black Workout Pants,Apparel,,15.99,https://m.media-amazon.com/images/I/414dKa5uFFL._AC_.jpg,https://m.media-amazon.com/images/I/51QhvsThEaL._AC_.jpg,https://www.amazon.com/dp/B097BMDMKB,McAuley-Lab/Amazon-Reviews-2023
B087D6GSPB,6 Pairs Polychromatic Goth Punk Stainless Steel Safety Pin Earrings Stylish Cartilage Earrings Nickel-Free Jewelry Gift for Women Girl Teen,Apparel,,,https://m.media-amazon.com/images/I/41h2rQbBqCL._AC_.jpg,https://m.media-amazon.com/images/I/41KwTatZVCL._AC_.jpg,https://www.amazon.com/dp/B087D6GSPB,McAuley-Lab/Amazon-Reviews-2023
B01J4GJKQ0,ViX Bia Green Ruched One Piece Swimsuit,Apparel,,,https://m.media-amazon.com/images/I/41V0p5kQkrL._AC_.jpg,https://m.media-amazon.com/images/I/41QMQTY5wPL._AC_.jpg,https://www.amazon.com/dp/B01J4GJKQ0,McAuley-Lab/Amazon-Reviews-2023
B07G121XZM,WEACZZY Womens Comfy Swing Tunic Long Sleeve Pocket Solid T-Shirt Dress Navy Blue X-Large,Apparel,,,https://m.media-amazon.com/images/I/312RvPw27zL._AC_.jpg,,https://www.amazon.com/dp/B07G121XZM,McAuley-Lab/Amazon-Reviews-2023
B01GCL8V0Q,"CowCow Blue Night Night Skater Dress, Blue Night - L",Apparel,,,https://m.media-amazon.com/images/I/41f7z9pDX5L._AC_.jpg,https://m.media-amazon.com/images/I/51LFxnSaL8L._AC_.jpg,https://www.amazon.com/dp/B01GCL8V0Q,McAuley-Lab/Amazon-Reviews-2023
B01BYEEK2O,Disney Girls Finding Nemo Swimsuit Multicolored Size 4,Apparel,,,https://m.media-amazon.com/images/I/4123fd2zDCL._AC_.jpg,,https://www.amazon.com/dp/B01BYEEK2O,McAuley-Lab/Amazon-Reviews-2023
B07D4Q8KHJ,Men's Digital Sports Watch LED Screen Large Face Military Watches and Waterproof Casual Luminous Stopwatch Alarm Simple Army Watch (Army Green),Apparel,,,https://m.media-amazon.com/images/I/41Jy0qluwUL._AC_.jpg,https://m.media-amazon.com/images/I/51CyLewR+JL._AC_.jpg,https://www.amazon.com/dp/B07D4Q8KHJ,McAuley-Lab/Amazon-Reviews-2023
B07T48Q7JY,Vaslanda Womens Ultra-Thin Open Bust Full Body Control Shaper Seamless Wider Straps Mid Thigh Shapewear Bodysuit Black,Apparel,,,https://m.media-amazon.com/images/I/31ICExm677L._AC_.jpg,https://m.media-amazon.com/images/I/314xSODRcCL._AC_.jpg,https://www.amazon.com/dp/B07T48Q7JY,McAuley-Lab/Amazon-Reviews-2023
B08CZ9FHWY,Men Women Reusable Face Mask Bandanas Ear Loops Washable Cloth Neck Gaiter Cover,Apparel,,,https://m.media-amazon.com/images/I/51Swud7lwZL._AC_.jpg,https://m.media-amazon.com/images/I/51z4idynFLL._AC_.jpg,https://www.amazon.com/dp/B08CZ9FHWY,McAuley-Lab/Amazon-Reviews-2023
